Id,Prediction
0,3269017.3724721107
1,1202604.2841647768
2,3269017.3724721107
3,3269017.3724721107
4,3269017.3724721107
5,3269017.3724721107
6,3269017.3724721107
7,3269017.3724721107
8,3269017.3724721107
9,1202604.2841647768
10,3269017.3724721107
11,3269017.3724721107
12,3269017.3724721107
13,3269017.3724721107
14,3269017.3724721107
15,3269017.3724721107
16,3269017.3724721107
17,1202604.2841647768
18,3269017.3724721107
19,1202604.2841647768
20,1202604.2841647768
21,3269017.3724721107
22,3269017.3724721107
23,3269017.3724721107
24,3269017.3724721107
25,1202604.2841647768
26,1202604.2841647768
27,3269017.3724721107
28,3269017.3724721107
29,442413.3920089205
30,3269017.3724721107
31,3269017.3724721107
32,3269017.3724721107
33,3269017.3724721107
34,3269017.3724721107
35,3269017.3724721107
36,3269017.3724721107
37,3269017.3724721107
38,1202604.2841647768
39,3269017.3724721107
40,3269017.3724721107
41,3269017.3724721107
42,3269017.3724721107
43,3269017.3724721107
44,3269017.3724721107
45,3269017.3724721107
46,3269017.3724721107
47,3269017.3724721107
48,3269017.3724721107
49,3269017.3724721107
50,3269017.3724721107
51,3269017.3724721107
52,3269017.3724721107
53,1202604.2841647768
54,1202604.2841647768
55,3269017.3724721107
56,3269017.3724721107
57,3269017.3724721107
58,3269017.3724721107
59,3269017.3724721107
60,1202604.2841647768
61,3269017.3724721107
62,3269017.3724721107
63,3269017.3724721107
64,3269017.3724721107
65,3269017.3724721107
66,3269017.3724721107
67,3269017.3724721107
68,3269017.3724721107
69,3269017.3724721107
70,3269017.3724721107
71,3269017.3724721107
72,3269017.3724721107
73,1202604.2841647768
74,3269017.3724721107
75,3269017.3724721107
76,3269017.3724721107
77,3269017.3724721107
78,3269017.3724721107
79,3269017.3724721107
80,3269017.3724721107
81,3269017.3724721107
82,8886110.520507872
83,1202604.2841647768
84,3269017.3724721107
85,1202604.2841647768
86,3269017.3724721107
87,3269017.3724721107
88,3269017.3724721107
89,3269017.3724721107
90,3269017.3724721107
91,3269017.3724721107
92,3269017.3724721107
93,3269017.3724721107
94,3269017.3724721107
95,3269017.3724721107
96,3269017.3724721107
97,3269017.3724721107
98,3269017.3724721107
99,3269017.3724721107
100,3269017.3724721107
101,1202604.2841647768
102,3269017.3724721107
103,1202604.2841647768
104,3269017.3724721107
105,1202604.2841647768
106,3269017.3724721107
107,3269017.3724721107
108,3269017.3724721107
109,3269017.3724721107
110,3269017.3724721107
111,8886110.520507872
112,3269017.3724721107
113,3269017.3724721107
114,3269017.3724721107
115,3269017.3724721107
116,3269017.3724721107
117,3269017.3724721107
118,3269017.3724721107
119,1202604.2841647768
120,3269017.3724721107
121,1202604.2841647768
122,3269017.3724721107
123,3269017.3724721107
124,3269017.3724721107
125,3269017.3724721107
126,1202604.2841647768
127,1202604.2841647768
128,1202604.2841647768
129,3269017.3724721107
130,3269017.3724721107
131,8886110.520507872
132,1202604.2841647768
133,1202604.2841647768
134,3269017.3724721107
135,3269017.3724721107
136,3269017.3724721107
137,1202604.2841647768
138,8886110.520507872
139,3269017.3724721107
140,3269017.3724721107
141,1202604.2841647768
142,3269017.3724721107
143,3269017.3724721107
144,3269017.3724721107
145,3269017.3724721107
146,3269017.3724721107
147,3269017.3724721107
148,3269017.3724721107
149,3269017.3724721107
150,3269017.3724721107
151,1202604.2841647768
152,3269017.3724721107
153,3269017.3724721107
154,3269017.3724721107
155,3269017.3724721107
156,3269017.3724721107
157,3269017.3724721107
158,3269017.3724721107
159,3269017.3724721107
160,3269017.3724721107
161,3269017.3724721107
162,3269017.3724721107
163,3269017.3724721107
164,3269017.3724721107
165,3269017.3724721107
166,3269017.3724721107
167,3269017.3724721107
168,3269017.3724721107
169,3269017.3724721107
170,3269017.3724721107
171,3269017.3724721107
172,3269017.3724721107
173,3269017.3724721107
174,3269017.3724721107
175,3269017.3724721107
176,3269017.3724721107
177,3269017.3724721107
178,3269017.3724721107
179,3269017.3724721107
180,1202604.2841647768
181,3269017.3724721107
182,3269017.3724721107
183,3269017.3724721107
184,3269017.3724721107
185,3269017.3724721107
186,3269017.3724721107
187,3269017.3724721107
188,3269017.3724721107
189,3269017.3724721107
190,3269017.3724721107
191,3269017.3724721107
192,3269017.3724721107
193,3269017.3724721107
194,3269017.3724721107
195,3269017.3724721107
196,3269017.3724721107
197,3269017.3724721107
198,3269017.3724721107
199,3269017.3724721107
200,3269017.3724721107
201,3269017.3724721107
202,3269017.3724721107
203,3269017.3724721107
204,3269017.3724721107
205,3269017.3724721107
206,3269017.3724721107
207,1202604.2841647768
208,3269017.3724721107
209,3269017.3724721107
210,3269017.3724721107
211,3269017.3724721107
212,3269017.3724721107
213,3269017.3724721107
214,3269017.3724721107
215,1202604.2841647768
216,3269017.3724721107
217,3269017.3724721107
218,3269017.3724721107
219,1202604.2841647768
220,3269017.3724721107
221,3269017.3724721107
222,3269017.3724721107
223,3269017.3724721107
224,3269017.3724721107
225,3269017.3724721107
226,3269017.3724721107
227,3269017.3724721107
228,3269017.3724721107
229,8886110.520507872
230,3269017.3724721107
231,3269017.3724721107
232,3269017.3724721107
233,3269017.3724721107
234,3269017.3724721107
235,3269017.3724721107
236,3269017.3724721107
237,3269017.3724721107
238,3269017.3724721107
239,8886110.520507872
240,3269017.3724721107
241,3269017.3724721107
242,3269017.3724721107
243,3269017.3724721107
244,1202604.2841647768
245,3269017.3724721107
246,3269017.3724721107
247,3269017.3724721107
248,3269017.3724721107
249,3269017.3724721107
250,8886110.520507872
251,3269017.3724721107
252,3269017.3724721107
253,1202604.2841647768
254,3269017.3724721107
255,3269017.3724721107
256,3269017.3724721107
257,3269017.3724721107
258,3269017.3724721107
259,3269017.3724721107
260,3269017.3724721107
261,3269017.3724721107
262,8886110.520507872
263,3269017.3724721107
264,3269017.3724721107
265,3269017.3724721107
266,3269017.3724721107
267,3269017.3724721107
268,3269017.3724721107
269,3269017.3724721107
270,3269017.3724721107
271,3269017.3724721107
272,3269017.3724721107
273,3269017.3724721107
274,3269017.3724721107
275,3269017.3724721107
276,3269017.3724721107
277,3269017.3724721107
278,1202604.2841647768
279,3269017.3724721107
280,3269017.3724721107
281,3269017.3724721107
282,3269017.3724721107
283,3269017.3724721107
284,3269017.3724721107
285,3269017.3724721107
286,3269017.3724721107
287,1202604.2841647768
288,8886110.520507872
289,3269017.3724721107
290,3269017.3724721107
291,3269017.3724721107
292,3269017.3724721107
293,3269017.3724721107
294,3269017.3724721107
295,3269017.3724721107
296,3269017.3724721107
297,3269017.3724721107
298,3269017.3724721107
299,3269017.3724721107
300,1202604.2841647768
301,3269017.3724721107
302,8886110.520507872
303,3269017.3724721107
304,3269017.3724721107
305,3269017.3724721107
306,3269017.3724721107
307,3269017.3724721107
308,1202604.2841647768
309,3269017.3724721107
310,3269017.3724721107
311,3269017.3724721107
312,3269017.3724721107
313,3269017.3724721107
314,8886110.520507872
315,3269017.3724721107
316,3269017.3724721107
317,3269017.3724721107
318,3269017.3724721107
319,3269017.3724721107
320,3269017.3724721107
321,3269017.3724721107
322,3269017.3724721107
323,3269017.3724721107
324,3269017.3724721107
325,3269017.3724721107
326,3269017.3724721107
327,3269017.3724721107
328,3269017.3724721107
329,3269017.3724721107
330,3269017.3724721107
331,3269017.3724721107
332,8886110.520507872
333,8886110.520507872
334,3269017.3724721107
335,3269017.3724721107
336,3269017.3724721107
337,3269017.3724721107
338,3269017.3724721107
339,3269017.3724721107
340,3269017.3724721107
341,3269017.3724721107
342,3269017.3724721107
343,3269017.3724721107
344,3269017.3724721107
345,3269017.3724721107
346,3269017.3724721107
347,3269017.3724721107
348,3269017.3724721107
349,3269017.3724721107
350,3269017.3724721107
351,3269017.3724721107
352,3269017.3724721107
353,3269017.3724721107
354,3269017.3724721107
355,3269017.3724721107
356,8886110.520507872
357,3269017.3724721107
358,3269017.3724721107
359,3269017.3724721107
360,3269017.3724721107
361,3269017.3724721107
362,3269017.3724721107
363,8886110.520507872
364,3269017.3724721107
365,3269017.3724721107
366,3269017.3724721107
367,1202604.2841647768
368,3269017.3724721107
369,3269017.3724721107
370,3269017.3724721107
371,3269017.3724721107
372,1202604.2841647768
373,3269017.3724721107
374,3269017.3724721107
375,3269017.3724721107
376,3269017.3724721107
377,8886110.520507872
378,3269017.3724721107
379,3269017.3724721107
380,8886110.520507872
381,3269017.3724721107
382,3269017.3724721107
383,3269017.3724721107
384,8886110.520507872
385,3269017.3724721107
386,3269017.3724721107
387,3269017.3724721107
388,3269017.3724721107
389,3269017.3724721107
390,3269017.3724721107
391,8886110.520507872
392,3269017.3724721107
393,3269017.3724721107
394,8886110.520507872
395,3269017.3724721107
396,3269017.3724721107
397,8886110.520507872
398,3269017.3724721107
399,8886110.520507872
400,3269017.3724721107
401,3269017.3724721107
402,8886110.520507872
403,3269017.3724721107
404,3269017.3724721107
405,3269017.3724721107
406,3269017.3724721107
407,3269017.3724721107
408,3269017.3724721107
409,3269017.3724721107
410,3269017.3724721107
411,3269017.3724721107
412,8886110.520507872
413,3269017.3724721107
414,3269017.3724721107
415,3269017.3724721107
416,3269017.3724721107
417,3269017.3724721107
418,8886110.520507872
419,3269017.3724721107
420,3269017.3724721107
421,3269017.3724721107
422,8886110.520507872
423,3269017.3724721107
424,3269017.3724721107
425,3269017.3724721107
426,3269017.3724721107
427,3269017.3724721107
428,3269017.3724721107
429,8886110.520507872
430,8886110.520507872
431,3269017.3724721107
432,3269017.3724721107
433,3269017.3724721107
434,3269017.3724721107
435,3269017.3724721107
436,3269017.3724721107
437,3269017.3724721107
438,8886110.520507872
439,8886110.520507872
440,8886110.520507872
441,8886110.520507872
442,3269017.3724721107
443,3269017.3724721107
444,8886110.520507872
445,3269017.3724721107
446,3269017.3724721107
447,3269017.3724721107
448,3269017.3724721107
449,8886110.520507872
450,3269017.3724721107
451,3269017.3724721107
